title,artist,youtubeVideoId,appleMusicTrackId,appleMusicPreviewUrl,durationSec,themes,lyrics
安靜,周杰倫,1hI-7vj2FhE,535739359,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/c3/50/d4c35090-5ce2-0577-89a9-a7b5aed8962b/mzaf_761017040051055634.plus.aac.p.m4a,331,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
完美主義,周杰倫,gxZHH8x2zPg,535791110,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/69/dc/9e/69dc9e75-f59b-7e6a-a30a-9d761eafb759/mzaf_17241265157299898157.plus.aac.p.m4a,245,R&B與節奏感,
彩虹,周杰倫,WxZvXPTBC0A,536030694,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/10/f8/58/10f85860-fbe9-b372-338a-48844d65e969/mzaf_8275780661696818690.plus.aac.p.m4a,273,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
忍者,周杰倫,55yJh4SHUBY,535739352,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5a/f5/47/5af547fc-0cea-8893-10ad-3f48764bc9bf/mzaf_3899386189543688143.plus.aac.p.m4a,159,華語流行;經典必聽;KTV必唱;跨年代金曲;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
愛在西元前,周杰倫,5XK2C9w6oVk,535739349,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/04/57/b1/0457b1cf-eddf-e2af-a4a0-53544f0f1118/mzaf_17009623038916082523.plus.aac.p.m4a,239,R&B與節奏感;經典必聽;華語流行,
愛琴海,周杰倫,ZLldhJXp7iw,1887246595,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3e/a1/66/3ea166d5-5326-6e14-df36-2714a42e9816/mzaf_17385480405359011704.plus.aac.p.m4a,215,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單;聚會合唱,
星晴,周杰倫,sTNJsIcPSvE,535791111,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/84/97/19/849719eb-321a-f3aa-7bf8-c53ab439f2db/mzaf_18389453262807796706.plus.aac.p.m4a,258,告白甜歌;華語流行,
時光機,周杰倫,X7EMTrOxY6k,1624001322,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4a/11/07/4a1107a0-4725-1f88-2a62-ba1b6cf9e0a4/mzaf_2768290065931487289.plus.aac.p.m4a,312,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
晴天,周杰倫,SJKoWAd5ySo,535824738,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/20/d0/e7/20d0e7db-9c12-795a-d738-2fc3dde4ac9a/mzaf_10317517925583301645.plus.aac.p.m4a,270,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
本草綱目,周杰倫,8CD06hC1KGU,536285260,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/37/d8/e2/37d8e2a5-a480-d9a1-58bf-713798885168/mzaf_11904739382398777093.plus.aac.p.m4a,228,華語流行;經典必聽;KTV必唱;跨年代金曲;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
東風破,周杰倫,qct0JLjaHDc,535824740,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/48/e9/77/48e97700-c95b-3d23-17bc-ec6673433588/mzaf_7829398592808176673.plus.aac.p.m4a,313,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
楓,周杰倫,qzwsQTY-99o,536009647,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/8e/73/ea/8e73ea9a-9fa6-bd5e-26a5-965e4a1ce51d/mzaf_4647971212508521464.plus.aac.p.m4a,275,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
淘金小鎮,周杰倫,SW3OQ0ijUCI,1887247019,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0a/02/53/0a0253b2-5914-7813-510d-e54d93b76e1b/mzaf_13777952405454268426.plus.aac.p.m4a,251,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
湘女多情,周杰倫,EIQlWo-E8PM,1887246592,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ed/ce/17/edce17df-fa0f-29d7-1842-195bd12a899f/mzaf_17789005965448284808.plus.aac.p.m4a,239,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
煙花易冷,周杰倫,akLc2fdLWdY,536248196,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1e/e2/ae/1ee2aeca-d817-3e80-62d8-b351a1d6efb9/mzaf_13139180540057577530.plus.aac.p.m4a,261,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
爸 我回來了,周杰倫,nhyT8HDT4lg,535739350,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/03/1a/d5/031ad5c9-9932-8bed-8c3f-6735f14b0297/mzaf_9019710252027190200.plus.aac.p.m4a,230,R&B與節奏感,
稻香,周杰倫,l6a5D6yxqEU,1624001324,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/af/d8/da/afd8daa7-b2aa-fb44-b4e0-258ad25187f5/mzaf_18323630198043973445.plus.aac.p.m4a,223,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
簡單愛,周杰倫,Y4xCVlyCvX4,535739351,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/99/c2/35/99c23519-691d-28bd-3263-54ee44ea4b1a/mzaf_16660115524814344678.plus.aac.p.m4a,270,告白甜歌;華語流行;經典必聽;KTV必唱,
米蘭小鐵匠,周杰倫,KmaqqnLGUG0,536162269,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/db/aa/03/dbaa03d6-9d55-8a0c-ff6d-9e25d45c6bcb/mzaf_17088780874299003760.plus.aac.p.m4a,240,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
聽見下雨的聲音,周杰倫,zqKoXPHhmsM,944321451,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4a/76/87/4a768770-85b4-846f-f779-259801e1803f/mzaf_13011721415631268082.plus.aac.p.m4a,284,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
花海,周杰倫,q1ww6bDjfiI,1624001317,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1c/3a/eb/1c3aebf6-4a62-d5ea-c817-135d74a3a69c/mzaf_15367067968247495108.plus.aac.p.m4a,264,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
菊花台,周杰倫,PdjbRvvJAzg,536285266,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/20/15/16/2015168f-7021-f6b6-88d1-f8d02ba84725/mzaf_6852641384965058809.plus.aac.p.m4a,299,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
蒲公英的約定,周杰倫,VitJnr3IySc,536030697,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e1/e9/94/e1e9945c-e0a8-d7fc-9b85-843cf785cecb/mzaf_5426248604184303369.plus.aac.p.m4a,246,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
藉口,周杰倫,KcK8WurGpEQ,535913725,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/96/61/7d/96617d98-ea9f-b394-84b9-ef4eff6efcea/mzaf_16798665358379239278.plus.aac.p.m4a,270,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
蘭亭序,周杰倫,s5Xl5MXboas,1624001320,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f3/3c/a7/f33ca73a-8d89-6b63-4130-fe5a8b2ed222/mzaf_5252536380931031480.plus.aac.p.m4a,252,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
說好的幸福呢,周杰倫,mLFhTFiX0uM,1624001319,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/80/f3/b9/80f3b9f7-4c57-5806-cd1e-599eedfbba7e/mzaf_16794607708915683607.plus.aac.p.m4a,257,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
誰稀罕,周杰倫,a7ziV-RjqBo,1887246593,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/50/50/ac/5050acfa-caa8-e1d3-ab2e-5748d7437aac/mzaf_6091084097433588825.plus.aac.p.m4a,263,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
退後,周杰倫,kNZ5P0AAlmg,536743628,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b3/15/87/b315876c-b0f1-64ab-0539-366dc0c92079/mzaf_12946546972176099656.plus.aac.p.m4a,303,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
那天下雨了,周杰倫,lNCQbx-y9V8,1887246591,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7c/19/f8/7c19f82f-f181-6769-df31-bc89946996a0/mzaf_6720338736746095542.plus.aac.p.m4a,224,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
鄉間的路,周杰倫,XAhKFiPqGRQ,1624001324,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/af/d8/da/afd8daa7-b2aa-fb44-b4e0-258ad25187f5/mzaf_18323630198043973445.plus.aac.p.m4a,203,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
青花瓷,周杰倫,Z8Mqw0b9ADs,536030695,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3a/15/ff/3a15ff0b-ee24-a863-db04-8a489be66397/mzaf_1259240667288251806.plus.aac.p.m4a,242,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
鬥牛,周杰倫,npiAxeLtHDM,535791113,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ee/34/f1/ee34f169-b19d-ce57-dc0a-6d7e3e80d5e8/mzaf_10244626394494928815.plus.aac.p.m4a,290,R&B與節奏感,
黑色幽默,周杰倫,wRT-5heURhY,535791114,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2c/9f/9f/2c9f9fd0-d331-c8d4-5aa2-f39928a02ed1/mzaf_5432668556852856877.plus.aac.p.m4a,285,華語流行;深夜EMO,
龍捲風,周杰倫,QMqizmScJfI,1485210499,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/10/6f/35/106f35d7-2685-51ee-d96a-b019c68af264/mzaf_3692184250453016340.plus.aac.p.m4a,254,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
帥到分手,周湯豪,29tEEaTN_Sc,1165343640,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e7/22/4e/e7224e01-607a-b2e0-24ec-43d5ab5905c9/mzaf_9657217436921027245.plus.aac.p.m4a,228,華語流行;KTV必唱,
愛上你算我賤,周湯豪,8urFHH4lPUg,1608838922,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/cc/3b/5e/cc3b5ed9-9bae-1b84-6adf-7fe30daacafa/mzaf_789607794673579706.plus.aac.p.m4a,257,KTV必唱;華語流行,
罵醒我,周湯豪,Eo6SvGV6XKA,1826508708,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/86/7b/6f/867b6f15-251d-bc47-6771-1ca9533e3465/mzaf_12101612326502828041.plus.aac.p.m4a,240,華語流行,
愛如潮水,張信哲,dsGVDCSeErg,431827867,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8a/02/f5/8a02f59d-4e94-536c-3d1e-20adab97bce2/mzaf_8343421659762866886.plus.aac.p.m4a,274,華語流行;經典必聽;KTV必唱;跨年代金曲;告白甜歌;聚會合唱,
吻別,張學友,bZn1Pb2Ei64,1443431915,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/12/db/ce/12dbce07-47bc-dc49-05d7-eab7e057af57/mzaf_3837636671161943771.plus.aac.p.m4a,307,華語流行;經典必聽;KTV必唱;跨年代金曲;深夜EMO;聚會合唱,
如果這都不算愛,張學友,0dOL2MLIbFU,1442726227,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/bb/75/e3/bb75e398-2845-cc97-92c5-8c13495ee87c/mzaf_10068219156208067005.plus.aac.p.m4a,216,華語流行;經典必聽;KTV必唱;跨年代金曲;告白甜歌;深夜EMO;聚會合唱,
Colt.45,彈殼,2MFEhEgTmn0,1664646194,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/40/72/e2/4072e203-6023-ce48-8981-bd7d7f707642/mzaf_1842987573347631517.plus.aac.p.m4a,180,說唱饒舌,
背叛,曹格,xHsSWiLsIRY,218877967,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b4/ca/03/b4ca0328-9b56-c402-ec91-85708cb52a0a/mzaf_16216393181521739879.plus.aac.p.m4a,318,KTV必唱;失戀療傷;華語流行,
梁山伯與茱麗葉,曹格&卓文萱,0NuKS4gK0Lw,560999719,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3b/d9/92/3bd992c7-253e-c52d-7659-f353fe6812c7/mzaf_12714921036906268253.plus.aac.p.m4a,239,KTV必唱;告白甜歌;華語流行,
顏如玉,李大奔,4qUpK0K8Jh8,1809368244,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/25/8e/2d/258e2d5b-6c62-4788-4596-a347da405f8d/mzaf_15166128923185456402.plus.aac.p.m4a,171,說唱饒舌,
你們要快樂,李聖傑,mrWDNfEQxB8,1648090895,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e3/a8/16/e3a816b2-10ef-7861-617f-cb65151019ae/mzaf_1055748856591814957.plus.aac.p.m4a,270,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
我懂了她,李聖傑,XFa9Yf3jQQY,1648090903,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/63/bc/61/63bc61cf-8b14-0017-3427-409fb7366bce/mzaf_15792679762070821989.plus.aac.p.m4a,258,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
手放開,李聖傑,nuDRdDZHuH8,1648090883,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/62/1c/ab/621cabbc-cf32-5f78-56af-445be4b6b305/mzaf_3923528862742566941.plus.aac.p.m4a,264,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
最近,李聖傑,azOIvILpIW8,1635352859,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e4/22/af/e422af74-65ba-a407-9956-57123a8aa67f/mzaf_4032685887249621862.plus.aac.p.m4a,244,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
痴心絕對,李聖傑,7NIsBeVRAgk,1530519464,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4f/bb/74/4fbb7456-936d-36a0-046d-1c9f85be9e44/mzaf_812826917923864856.plus.aac.p.m4a,257,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
眼底星空,李聖傑,Ty2T8aiyNBc,1635352872,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/19/2d/31/192d31b0-93b7-4c3c-daeb-3aa85c4513fe/mzaf_692155654422137969.plus.aac.p.m4a,266,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
遠走高飛,李聖傑,AxriUC2n2fg,1648090885,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3c/39/64/3c3964ac-a607-4442-1ca7-a3203b999f8f/mzaf_2161578715353660896.plus.aac.p.m4a,270,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
關於妳的歌,李聖傑,q-kU3Um3_wc,178891815,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/ad/43/5cad4348-66c1-3bd1-ca3f-c23a18163772/mzaf_16317696699474377839.plus.aac.p.m4a,246,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO;通勤歌單;聚會合唱,
修煉愛情,林俊傑,BRir0qs538Q,1694849138,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2c/27/bd/2c27bdb9-cfed-0c51-33c7-c92b1bfd4f87/mzaf_14472512472316297311.plus.aac.p.m4a,258,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
她說,林俊傑,2YKd5uG-v_o,1071506929,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5a/d9/b5/5ad9b59a-d760-afb6-71d4-6e9614dbd18b/mzaf_2961581987529700790.plus.aac.p.m4a,240,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
小酒窩,林俊傑,6axxQqjRzkE,1073050182,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/55/17/8d/55178d90-c168-ef61-c195-4ce3b56ea1af/mzaf_16279702411600496318.plus.aac.p.m4a,201,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單;聚會合唱,
曹操,林俊傑,3J_bkgexrE8,1071513021,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2c/57/eb/2c57eb2f-06a5-bd8d-fe2b-0d381e791554/mzaf_2577685219624582476.plus.aac.p.m4a,188,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
江南,林俊傑,QUNcX9Z3Mqo,1073049129,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/69/cd/d1/69cdd15b-a126-c8e6-907e-71818aa3602d/mzaf_7511039411341655106.plus.aac.p.m4a,236,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
黑夜問白天,林俊傑,nYvd6ZZCs7Y,1314121443,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/23/d6/dc/23d6dcd3-6365-9dda-21ab-1f5eef76fbff/mzaf_5755752331750298125.plus.aac.p.m4a,290,經典必聽;華語流行;KTV必唱,
傷痕,林憶蓮,DPC23mD4wT8,380075157,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2b/5f/a3/2b5fa34f-76d3-df91-64a2-1033225f1751/mzaf_9749519863898671774.plus.aac.p.m4a,369,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO,
至少還有你,林憶蓮,epLIcbgwO4c,905222894,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d1/7a/3c/d17a3c98-ce56-0723-373d-6b22a38b1b00/mzaf_11862567678911520083.plus.aac.p.m4a,271,華語流行;經典必聽;KTV必唱;跨年代金曲;深夜EMO,
離開我的依賴,王艷薇,UbhiNvrPNa8,1794042592,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/24/f6/13/24f61345-0b50-56ff-c661-90bce0ab5f3c/mzaf_8202464771944767619.plus.aac.p.m4a,234,華語流行;KTV必唱;深夜EMO,
紅豆,王菲,5wmfXve11rM,965771855,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4d/cb/26/4dcb2622-1524-f937-05de-6baad0412d15/mzaf_8182413927380279026.plus.aac.p.m4a,260,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;深夜EMO,
夜郎溪,王齊銘,Ix7ESbH3tP8,1823590030,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0a/4f/8c/0a4f8c30-684f-c63d-31ac-402a30532819/mzaf_4711738203584102074.plus.aac.p.m4a,201,說唱饒舌,
有的人,王齊銘,ovag5WIrGNQ,1832688916,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0c/ad/59/0cad59bb-2e2b-2ccc-33fd-f7731a976518/mzaf_12719168693610558734.plus.aac.p.m4a,187,說唱饒舌,
寂寞寂寞就好,田馥甄,DyFIzKYQQYE,546243295,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3f/5c/bf/3f5cbf80-cf7d-47bd-ca4f-f733dbe7eb6e/mzaf_11186607586721731408.plus.aac.p.m4a,280,華語流行;失戀療傷;深夜EMO,
CHANGE,瘦子E.SO,HTRQ0n4yjfs,1521809942,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f6/e5/1b/f6e51b43-727f-bd1d-05a6-af68f9e6ea2f/mzaf_17179237622878161942.plus.aac.p.m4a,161,華語流行;說唱饒舌;R&B與節奏感;深夜EMO;熱血青春;城市夜行;通勤歌單,
Don't Worry About Me,瘦子E.SO,C4M7_jQe4RA,1687909779,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d5/9a/dc/d59adc66-b792-f9e7-f24a-fa5f701be754/mzaf_6937621715377038064.plus.aac.p.m4a,191,華語流行;說唱饒舌;R&B與節奏感;深夜EMO;熱血青春;城市夜行;通勤歌單,
太陽,瘦子E.SO,GfcbOdIFWPE,1513859373,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/df/91/42/df91427d-007a-512b-6521-97e0485213e0/mzaf_10215666885495110096.plus.aac.p.m4a,213,華語流行;說唱饒舌;R&B與節奏感;深夜EMO;熱血青春;城市夜行;通勤歌單,
妹妹,瘦子E.SO,Df9lbCJNhGU,1834198936,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d6/1f/99/d61f990b-429f-008b-21e6-7d0894592288/mzaf_15944078188234575268.plus.aac.p.m4a,171,華語流行;說唱饒舌;R&B與節奏感;深夜EMO;熱血青春;城市夜行;通勤歌單,
幾分之幾,盧廣仲,HQ_mU73VhEQ,1342141668,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/90/ff/4c/90ff4ce2-fec8-f28b-cffc-64a9b483b24f/mzaf_17367706297350017430.plus.aac.p.m4a,231,KTV必唱;華語流行,
魚仔,盧廣仲,ybfWYpYhTQQ,1238558518,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/85/62/8b/85628b54-5205-2546-7c6a-04e057e91e0f/mzaf_1810756128646768767.plus.aac.p.m4a,281,KTV必唱;華語流行,
心悶,美秀集團,SAVzKy1S_po,1602224037,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4e/de/ac/4edeacfe-45fa-7383-813e-b960fab041ed/mzaf_1991775334001716782.plus.aac.p.m4a,245,聽團歌;KTV必唱,
愛情的大壞蛋,美秀集團,mRma6NkHwWU,1770003012,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e8/50/69/e8506980-f49c-f54b-f4d3-b36fe1e3de9a/mzaf_16997369965831067398.plus.aac.p.m4a,253,聽團歌;KTV必唱,
捲煙,美秀集團,Hw06iZa8KhQ,1723794893,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/03/57/a5/0357a58e-de69-a3f0-e97c-e677c4e6c08f/mzaf_10821479466642990263.plus.aac.p.m4a,233,KTV必唱;華語流行,
不愛就不愛,艾薇,uAkIsO1HE74,1806088704,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fc/d7/e6/fcd7e6e6-b204-ce57-49fb-84d5e80b3dcb/mzaf_3854676708584411248.plus.aac.p.m4a,198,KTV必唱;華語流行,
大風吹,草東沒有派對,HqmpIQ9l-uA,1676735991,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f6/53/85/f653858a-bdde-530e-45a0-65b3a06c624c/mzaf_3129731264778222002.plus.aac.p.m4a,248,聽團歌,
山海,草東沒有派對,j2311FZWoFQ,1676736010,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/16/9e/e9/169ee99b-d2ca-0462-7250-edf268bcfd83/mzaf_13073505743442628318.plus.aac.p.m4a,311,聽團歌,
日不落,蔡依林,qiIBo1teoq0,1725226209,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/28/38/62/283862bd-bf93-1865-2aec-172c1ac0ac4b/mzaf_3144956199985617812.plus.aac.p.m4a,222,華語流行;經典必聽;跨年代金曲;R&B與節奏感;熱血青春;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
演員,薛之謙,2SYLFTqz9U0,1787929825,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/20/89/9a/20899ad4-c5b2-9f6b-62e6-ad0bad168903/mzaf_17468420128970448782.plus.aac.p.m4a,261,經典必聽;KTV必唱;華語流行,
